"id" "uid" "reg_no" "batch" "biobank_id" "breed" "sex" "sex_name" "born" "event_age_days" "X1a_contact_greeting" "X1b_contact_cooperation" "X1c_contact_handling" "X2a_playful_delight" "X2b_playful_catching" "X2c_playful_catch_drag" "X3a_chase1" "X3a_chase2" "X3b_catching1" "X3b_catching2" "X4_activity" "X5a_avst_playful_interest" "X5b_avst_playful_aggression" "X5c_avst_playful_curiosity" "X5d_avst_playful_delight" "X5e_avst_playful_cooperation" "X6a_surprise_fear" "X6b_surprise_aggression" "X6c_surprise_curiosity" "X6d_surprise_kv_fear" "X6e_surprise_kv_intr" "X7a_noise_fear" "X7b_noise_curiosity" "X7c_noise_kv_fear" "X7d_noise_kv_interest" "X8a_phantom_aggression" "X8b_phantom_control" "X8c_phantom_fear" "X8d_phantom_curiosity" "X8e_phantom_contact" "X9a_playful2_delight" "X9b_playful2_catching" "X10_firearm" "sociability" "curfear" "playfulness" "chapro" "aggres"
"cHD4_175" "S22855/2001_450" "S22855/2001" "allGSD2012" NA "GSD" 0 "F" 20010309 450 3 3 3 4 5 4 1 1 1 1 4 3 1 5 5 2 1 4 5 1 1 1 5 1 2 3 4 3 5 4 4 4 1 3 4.71 4.2 1 2.67
"cHD4_176" "S12772/2000_537" "S12772/2000" "allGSD2012" NA "GSD" 0 "F" 19991228 537 3 3 3 5 5 4 4 4 5 5 4 5 4 4 5 4 4 4 2 1 2 3 5 1 3 5 3 2 4 2 5 5 1 3 3.43 4.8 4.5 4.33
"cHD4_177" "S34647/2003_522" "S34647/2003" "allGSD2012" NA "GSD" 0 "F" 20030415 522 4 3 3 4 3 5 4 4 4 4 2 3 1 5 5 3 2 1 5 1 1 3 5 1 1 1 3 1 2 3 4 3 1 3.33 4 3.8 4 1
"cHD4_178" "S58848/2000_543" "S58848/2000" "allGSD2012" NA "GSD" 0 "F" 20001121 543 4 4 5 5 4 4 2 2 1 1 4 4 1 5 5 5 5 4 3 4 3 4 2 1 1 3 4 2 4 4 5 4 1 4.33 2.43 4.4 1.5 2.67
"cHD4_179" "S21953/2003_444" "S21953/2003" "allGSD2012" NA "GSD" 0 "F" 20030212 444 4 3 3 4 3 4 4 4 3 5 4 2 1 2 5 2 2 1 5 2 1 1 5 1 2 1 2 1 5 4 4 4 1 3.33 4.14 3.8 4 1
"cHD4_187" "S53479/99_397" "S53479/99" "allGSD2012" NA "GSD" 0 "F" 19990928 397 5 4 4 4 3 2 4 4 2 5 5 3 1 3 2 1 4 2 2 1 3 4 4 1 1 3 4 4 2 5 4 3 1 4.33 3.43 3.2 3.75 2
"cHD4_188" "S46263/2001_484" "S46263/2001" "allGSD2012" NA "GSD" 1 "M" 20010708 484 4 2 3 4 3 4 4 4 2 2 2 2 1 2 4 2 1 4 5 2 2 3 5 1 2 3 4 1 3 4 4 3 1 3 4 3.6 3 2.67
"cHD4_189" "S19247/2003_599" "S19247/2003" "allGSD2012" NA "GSD" 1 "M" 20030128 599 4 4 3 4 3 3 4 4 4 5 2 2 1 3 5 2 2 1 5 1 1 2 5 1 2 3 4 2 5 3 4 3 5 3.67 4.29 3.4 4.25 1.67
"cHD4_190" "S56479/2002_597" "S56479/2002" "allGSD2012" NA "GSD" 1 "M" 20020918 597 4 4 4 4 5 3 1 1 1 1 3 4 1 5 5 3 2 3 3 1 2 1 5 1 1 3 5 2 2 3 3 4 1 4 4.14 3.8 1 2.33
"cHD4_192" "S20363/98_442" "S20363/98" "allGSD2012" NA "GSD" 0 "F" 19980214 442 4 3 3 3 4 3 3 4 3 4 4 2 1 4 3 3 5 3 2 2 3 3 5 1 3 3 4 5 2 3 3 4 1 3.33 3.57 3.4 3.5 2.33
"cHD4_193" "S14808/2003_459" "S14808/2003" "allGSD2012" NA "GSD" 1 "M" 20030101 459 4 4 4 4 4 4 4 4 3 4 4 3 1 5 5 3 3 3 2 1 2 4 5 3 2 1 4 2 5 4 4 4 1 4 3.14 4 3.75 1.67
"cHD4_194" "S26354/2000_415" "S26354/2000" "allGSD2012" NA "GSD" 0 "F" 20000323 415 4 4 4 5 4 5 4 4 5 5 4 3 1 4 5 5 3 2 5 2 2 2 3 2 1 3 5 3 1 3 5 4 1 4 3.71 4.6 4.5 2
"cHD4_195" "S49827/2002_598" "S49827/2002" "allGSD2012" NA "GSD" 0 "F" 20020801 598 4 4 3 3 4 5 1 1 1 1 4 3 1 3 2 1 1 1 5 1 2 1 5 1 2 5 5 3 2 4 3 4 1 3.67 4.71 3.8 1 2.33
"cHD4_196" "S34288/2001_569" "S34288/2001" "allGSD2012" NA "GSD" 0 "F" 20010413 569 4 3 3 4 4 5 3 4 2 4 4 3 2 3 4 3 3 3 2 1 2 1 5 1 1 3 5 1 5 4 4 4 1 3.33 3.71 4.2 3.25 2.67
"cHD4_197" "S44932/2003_483" "S44932/2003" "allGSD2012" NA "GSD" 0 "F" 20030614 483 4 5 4 5 4 4 4 4 2 2 5 5 1 5 5 5 3 1 2 1 2 5 3 1 1 3 4 1 5 5 5 4 1 4.33 2.86 4.4 3 1.67
"cHD4_199" "S15413/2005_485" "S15413/2005" "allGSD2012" NA "GSD" 1 "M" 20050107 485 4 4 4 4 4 5 3 3 2 3 3 3 1 3 4 3 2 4 5 1 1 2 5 2 1 2 3 2 2 4 4 4 1 4 4.14 4.2 2.75 2.33
"cHD4_202" "S41846/2004_446" "S41846/2004" "allGSD2012" NA "GSD" 0 "F" 20040504 446 4 4 4 5 3 3 4 4 3 5 3 3 1 5 5 2 1 1 5 1 1 1 5 1 3 1 3 2 5 4 5 3 1 4 4.57 3.8 4 1
"cHD4_204" "S15299/2001_558" "S15299/2001" "allGSD2012" NA "GSD" 1 "M" 20010206 558 4 3 3 5 4 5 1 1 1 1 3 3 2 1 1 1 3 3 1 3 3 3 2 1 2 2 3 2 1 2 5 5 1 3.33 2.71 4.8 1 2.33
"cHD4_206" "S32660/2006_418" "S32660/2006" "allGSD2012" NA "GSD" 1 "M" 20060321 418 3 3 3 5 5 5 4 4 2 5 4 3 1 5 5 4 3 2 2 1 1 2 5 1 1 3 4 4 1 1 4 4 1 3 4 4.6 3.75 2
"cHD4_208" "S23985/2004_1342" "S23985/2004" "allGSD2012" NA "GSD" 0 "F" 20040217 1342 4 4 4 4 4 3 2 2 1 1 5 3 1 3 4 3 1 1 5 1 1 3 4 1 1 3 4 1 5 4 4 3 2 4 4 3.6 1.5 1.67
"cHD4_210" "S12183/2004_493" "S12183/2004" "allGSD2012" NA "GSD" 0 "F" 20031210 493 4 3 4 4 5 5 4 4 5 5 3 3 1 4 5 2 2 3 4 1 2 1 5 1 1 3 4 2 4 4 4 4 1 3.67 4.29 4.4 4.5 2.33
"cHD4_212" "S64938/2004_517" "S64938/2004" "allGSD2012" NA "GSD" 0 "F" 20041010 517 3 2 2 4 4 1 3 4 2 3 5 3 1 3 3 3 2 1 4 3 1 3 5 1 3 2 3 1 1 1 4 3 1 2.33 3.57 3.2 3 1.33
"CFA000945" "S41658/2002_513" "S41658/2002" "allGSD2012" "CFA000945" "GSD" 0 "F" 20020607 513 4 4 3 4 4 4 4 4 4 4 3 3 1 4 5 3 3 2 3 1 1 3 3 1 1 3 4 2 4 4 4 4 1 3.67 3.43 4 4 2
"CFA001772" "S12057/2000_663" "S12057/2000" "allGSD2012" "CFA001772" "GSD" 0 "F" 19991220 663 4 4 3 4 4 4 1 3 1 1 3 3 1 5 5 4 3 2 5 1 1 1 5 1 1 3 5 1 5 4 4 4 1 3.67 4.14 4 1.5 2
"CFA001795" "S14691/2008_523" "S14691/2008" "allGSD2012" "CFA001795" "GSD" 0 "F" 20071210 523 4 4 3 4 4 3 1 4 1 2 4 3 1 2 2 1 2 1 4 2 1 1 5 1 2 1 2 1 5 4 4 3 1 3.67 4 3.6 2 1
"CFA001800" "S19514/2002_579" "S19514/2002" "allGSD2012" "CFA001800" "GSD" 0 "F" 20020204 579 4 4 4 4 3 4 3 3 2 2 3 2 1 5 5 2 3 2 2 2 2 2 4 2 1 1 2 2 1 4 4 4 2 4 3.29 3.8 2.5 1.33
"CFA001818" "S18979/2000_555" "S18979/2000" "allGSD2012" "CFA001818" "GSD" 0 "F" 20000302 555 4 4 4 4 3 4 4 4 5 5 2 3 5 5 4 4 2 2 4 1 1 1 5 1 2 3 4 2 2 3 4 4 1 4 4.29 3.8 4.5 3.33
"CFA002072" "S58892/2005_426" "S58892/2005" "allGSD2012" "CFA002072" "GSD" 0 "F" 20050822 426 4 3 4 4 3 4 4 4 5 5 4 2 3 1 1 1 1 1 5 1 1 2 5 1 3 3 3 5 2 5 4 4 1 3.67 4.86 3.8 4.5 2.33
"CFA002075" "S63097/2004_562" "S63097/2004" "allGSD2012" "CFA002075" "GSD" 0 "F" 20040923 562 3 1 1 4 4 4 2 4 1 2 3 4 1 5 3 2 3 2 3 3 1 3 5 1 1 3 5 2 4 3 4 4 1 1.67 3.43 4 2.25 2
"CFA002086" "S26148/2002_459" "S26148/2002" "allGSD2012" "CFA002086" "GSD" 0 "F" 20020312 459 3 3 4 4 4 3 4 4 2 3 3 2 1 2 2 1 3 3 3 1 2 1 5 1 2 3 5 2 3 4 3 3 2 3.33 4 3.4 3.25 2.33
"CFA002103" "S24471/2001_465" "S24471/2001" "allGSD2012" "CFA002103" "GSD" 0 "F" 20010304 465 4 4 3 4 4 4 3 4 3 4 3 3 1 5 3 3 1 1 5 1 1 1 5 1 2 3 4 1 5 4 4 3 1 3.67 4.43 3.8 3.5 1.67
"CFA002105" "S68601/2005_534" "S68601/2005" "allGSD2012" "CFA002105" "GSD" 0 "F" 20051027 534 4 4 4 4 4 5 4 4 5 5 4 3 1 2 4 2 3 1 3 1 2 3 5 1 2 3 3 1 5 4 4 4 1 4 3.57 4.2 4.5 1.67
"CFA002492" "S35405/2002_764" "S35405/2002" "allGSD2012" "CFA002492" "GSD" 0 "F" 20020504 764 3 3 3 1 1 1 2 1 1 1 2 3 1 4 1 1 3 1 3 2 2 3 3 2 1 1 3 3 4 3 1 1 5 3 3.29 1 1.25 1
"CFA002493" "S31892/2004_548" "S31892/2004" "allGSD2012" "CFA002493" "GSD" 0 "F" 20040326 548 4 4 3 5 4 4 3 3 2 2 2 3 1 5 4 2 2 1 2 1 3 1 3 1 1 3 4 5 1 3 4 4 1 3.67 4.14 4.2 2.5 1.67
"CFA002494" "S43326/99_644" "S43326/99" "allGSD2012" "CFA002494" "GSD" 0 "F" 19990704 644 3 1 2 4 3 3 4 4 4 4 4 4 1 4 4 5 5 4 2 2 3 5 5 3 1 4 3 4 2 4 4 4 1 2 2.86 3.6 4 3
"CFA002495" "S11810/2005_529" "S11810/2005" "allGSD2012" "CFA002495" "GSD" 0 "F" 20041207 529 4 4 4 4 4 4 4 4 3 5 3 4 1 5 5 4 3 1 5 1 1 3 3 3 2 1 4 1 5 4 4 4 1 4 3.29 4 4 1
"CFA002544" "S59164/2007_598" "S59164/2007" "allGSD2012" "CFA002544" "GSD" 0 "F" 20070829 598 3 3 4 4 4 3 4 4 2 5 2 3 1 5 5 4 3 1 5 1 1 1 5 1 2 1 2 4 3 3 4 4 2 3.33 4.57 3.8 3.75 1
"CFA002545" "S49368/2002_436" "S49368/2002" "allGSD2012" "CFA002545" "GSD" 0 "F" 20020801 436 4 4 4 4 3 4 4 4 3 3 3 4 4 2 5 3 3 3 1 3 2 1 5 1 1 3 5 1 4 4 4 4 1 4 3.29 3.8 3.5 3.33
"CFA002734" "S26140/2003_572" "S26140/2003" "allGSD2012" "CFA002734" "GSD" 0 "F" 20030310 572 5 4 4 4 3 3 1 1 1 1 4 2 2 5 4 4 3 2 4 2 1 1 5 3 1 1 3 1 4 4 3 3 1 4.33 3.57 3.2 1 1.67
"CFA002836" "S51351/2000_572" "S51351/2000" "allGSD2012" "CFA002836" "GSD" 0 "F" 20000912 572 3 3 4 3 3 3 2 2 1 1 3 3 1 3 1 1 4 3 1 5 3 4 3 4 3 3 4 3 1 3 3 4 2 3.33 2 3.2 1.5 2.33
"CFA002842" "S56487/2002_587" "S56487/2002" "allGSD2012" "CFA002842" "GSD" 0 "F" 20020930 587 4 3 4 4 4 3 1 2 1 1 3 4 1 4 4 3 1 2 5 1 1 4 5 1 1 2 4 2 5 3 4 4 1 3.67 4.14 3.8 1.25 1.67
"CFA003076" "S13907/2009_682" "S13907/2009" "allGSD2012" "CFA003076" "GSD" 0 "F" 20081211 682 4 3 3 3 4 2 3 4 2 2 3 3 1 3 2 1 3 2 3 1 1 5 5 2 1 2 4 3 5 2 3 3 2 3.33 3.43 3 2.75 1.67
"CFA003082" "S31755/2000_408" "S31755/2000" "allGSD2012" "CFA003082" "GSD" 0 "F" 20000421 408 4 4 3 4 4 4 4 4 4 5 3 2 1 5 4 3 3 1 4 3 1 2 5 2 1 4 4 3 4 4 4 4 1 3.67 3.71 4 4.25 2
"CFA003088" "S52365/2001_713" "S52365/2001" "allGSD2012" "CFA003088" "GSD" 0 "F" 20010902 713 3 3 2 4 3 3 1 1 1 1 3 2 1 2 2 2 3 3 3 1 3 3 3 1 1 1 2 3 3 4 4 3 1 2.67 3.57 3.4 1 1.67
"CFA003105" "S45376/2007_832" "S45376/2007" "allGSD2012" "CFA003105" "GSD" 0 "F" 20070527 832 3 3 3 4 4 4 3 4 5 4 2 3 1 4 4 3 2 2 4 1 1 1 5 1 1 2 5 1 5 4 4 3 2 3 4.14 3.8 4 1.67
"CFA003138" "S21523/2004_486" "S21523/2004" "allGSD2012" "CFA003138" "GSD" 0 "F" 20040212 486 4 3 3 4 3 4 3 2 3 1 3 4 3 4 4 3 3 3 4 2 3 4 4 1 2 1 3 1 4 4 3 2 1 3.33 3.29 3.2 2.25 2.33
"CFA003151" "S51361/2000_660" "S51361/2000" "allGSD2012" "CFA003151" "GSD" 0 "F" 20000825 660 4 5 4 5 4 5 2 2 1 1 2 2 1 4 4 3 1 1 4 1 1 1 4 1 1 2 3 4 2 5 4 4 1 4.33 4.57 4.4 1.5 1.33
"CFA003372" "S50659/2007_1015" "S50659/2007" "allGSD2012" "CFA003372" "GSD" 0 "F" 20070616 1015 4 2 4 4 5 3 4 4 5 5 3 2 1 1 1 1 4 1 4 1 2 5 5 1 1 2 3 2 4 4 4 5 3 3.33 3.43 4.2 4.5 1.33
"CFA003408" "S41846/2004_446" "S41846/2004" "allGSD2012" "CFA003408" "GSD" 0 "F" 20040504 446 4 4 4 5 3 3 4 4 3 5 3 3 1 5 5 2 1 1 5 1 1 1 5 1 3 1 3 2 5 4 5 3 1 4 4.57 3.8 4 1
"CFA003415" "S41164/2002_1515" "S41164/2002" "allGSD2012" "CFA003415" "GSD" 0 "F" 20020620 1515 4 3 4 3 4 4 3 4 2 2 2 4 4 2 4 3 2 3 5 1 2 2 5 1 2 3 4 5 2 3 3 4 1 3.67 4.71 3.6 2.75 3.33
"CFA003417" "S61731/2004_1061" "S61731/2004" "allGSD2012" "CFA003417" "GSD" 0 "F" 20040914 1061 3 3 3 4 3 2 3 1 2 1 2 2 1 2 2 1 2 1 2 1 1 2 5 1 2 1 4 2 2 2 4 3 1 3 3.86 3.2 1.75 1
"CFA003426" "S15512/2003_640" "S15512/2003" "allGSD2012" "CFA003426" "GSD" 0 "F" 20030108 640 3 3 3 5 4 4 1 4 1 3 5 3 1 5 4 3 3 2 4 1 2 3 4 1 1 2 3 1 5 5 5 4 1 3 3.57 4.4 2.25 1.67
"CFA003440" "S51886/2002_468" "S51886/2002" "allGSD2012" "CFA003440" "GSD" 0 "F" 20020818 468 4 4 4 4 3 3 3 1 3 1 2 3 1 5 2 2 3 2 3 1 3 4 5 1 2 1 4 2 5 4 3 2 1 4 3.57 3 2 1.33
"CFA003443" "S54292/2003_642" "S54292/2003" "allGSD2012" "CFA003443" "GSD" 0 "F" 20030825 642 4 3 3 4 3 4 4 4 5 5 4 4 1 5 5 3 3 1 5 1 1 1 5 1 2 3 5 1 2 4 4 4 1 3.33 4.14 3.8 4.5 1.67
"CFA003444" "S30756/2002_442" "S30756/2002" "allGSD2012" "CFA003444" "GSD" 0 "F" 20020408 442 3 3 4 4 3 3 2 3 1 2 3 3 1 2 2 1 4 1 1 4 1 1 2 2 1 2 3 5 1 1 3 3 2 3.33 3 3.2 2 1.33
"CFA003453" "S25660/2002_504" "S25660/2002" "allGSD2012" "CFA003453" "GSD" 0 "F" 20020317 504 5 4 4 5 4 5 2 3 1 3 2 3 1 5 5 5 3 2 4 1 2 1 5 1 1 3 4 5 4 4 5 4 1 4.33 4.57 4.6 2.25 2
"CFA003462" "S69865/2004_373" "S69865/2004" "allGSD2012" "CFA003462" "GSD" 0 "F" 20041104 373 4 4 4 4 3 4 4 4 4 4 3 3 1 5 4 2 5 3 2 2 2 1 5 1 1 3 5 3 1 3 4 3 1 4 3.57 3.6 4 2.33
"CFA003463" "S41919/2002_445" "S41919/2002" "allGSD2012" "CFA003463" "GSD" 0 "F" 20020611 445 4 3 4 4 3 3 3 4 2 5 4 3 1 5 4 3 1 1 5 1 1 4 4 1 2 4 5 1 5 4 5 3 1 3.67 3.86 3.6 3.5 2
"CFA003476" "S39152/2003_504" "S39152/2003" "allGSD2012" "CFA003476" "GSD" 0 "F" 20030510 504 4 3 3 4 3 3 4 4 2 2 2 3 1 2 4 4 3 1 5 1 1 4 2 2 3 1 4 1 5 4 4 4 4 3.33 3.14 3.6 3 1
"CFA003489" "S19395/2004_604" "S19395/2004" "allGSD2012" "CFA003489" "GSD" 0 "F" 20040212 604 2 1 2 4 3 3 2 1 1 1 3 4 4 1 1 1 4 2 2 2 2 5 4 1 1 2 3 3 1 1 3 3 3 1.67 3 3.2 1.25 2.67
"CFA003493" "S47260/2002_985" "S47260/2002" "allGSD2012" "CFA003493" "GSD" 0 "F" 20020722 985 4 3 3 4 4 1 3 4 1 2 2 2 1 2 3 1 2 1 3 1 1 2 5 1 1 1 2 1 4 4 4 4 2 3.33 3.86 3.4 2.5 1
"CFA003502" "S11033/2005_499" "S11033/2005" "allGSD2012" "CFA003502" "GSD" 0 "F" 20041125 499 3 3 3 4 4 4 1 3 1 3 2 3 1 5 2 2 2 1 2 2 1 1 5 1 1 1 4 4 3 4 4 4 1 3 4.14 4 2 1
"CFA003507" "S35099/2002_843" "S35099/2002" "allGSD2012" "CFA003507" "GSD" 0 "F" 20020417 843 4 3 4 4 4 3 3 4 3 5 3 3 1 4 5 4 3 1 4 2 1 1 5 1 1 2 4 1 5 4 4 4 1 3.67 3.86 3.8 3.75 1.33
"CFA003508" "S15397/2003_492" "S15397/2003" "allGSD2012" "CFA003508" "GSD" 0 "F" 20030130 492 3 3 3 4 4 5 4 2 2 1 4 3 1 2 4 5 2 2 3 1 1 2 5 1 1 2 4 2 3 4 4 4 1 3 4 4.2 2.25 1.67
"CFA003522" "S58445/2004_413" "S58445/2004" "allGSD2012" "CFA003522" "GSD" 0 "F" 20040912 413 4 4 4 3 2 2 3 2 2 1 4 3 1 5 3 2 4 1 2 2 1 2 5 1 3 1 4 3 1 3 3 2 1 4 3.57 2.4 2 1
"CFA003524" "S14261/2005_542" "S14261/2005" "allGSD2012" "CFA003524" "GSD" 0 "F" 20041223 542 3 3 3 4 4 4 4 4 5 5 3 3 1 5 4 4 4 1 2 1 1 4 4 1 1 1 2 2 5 4 4 4 1 3 3.14 4 4.5 1
"CFA003525" "S47129/2008_479" "S47129/2008" "allGSD2012" "CFA003525" "GSD" 0 "F" 20080611 479 4 4 4 4 4 4 2 4 1 3 2 3 1 3 2 2 2 1 5 1 1 1 5 1 3 3 5 4 4 4 3 3 3 4 4.71 3.6 2.5 1.67
"CFA003532" "S52651/2002_964" "S52651/2002" "allGSD2012" "CFA003532" "GSD" 0 "F" 20020903 964 4 3 4 4 4 4 4 1 1 1 2 2 3 5 2 3 1 1 5 1 1 3 5 1 2 2 3 1 5 4 4 4 1 3.67 4.14 4 1.75 2
"CFA003548" "S27464/2003_860" "S27464/2003" "allGSD2012" "CFA003548" "GSD" 0 "F" 20030313 860 4 3 3 2 2 1 2 1 1 1 2 2 1 1 1 1 2 1 4 1 1 4 3 2 1 1 4 2 5 3 2 2 2 3.33 3.43 1.8 1.25 1
"CFA003549" "S27981/2003_1647" "S27981/2003" "allGSD2012" "CFA003549" "GSD" 0 "F" 20030321 1647 3 3 2 3 3 1 1 1 1 1 3 2 1 1 1 1 1 1 5 1 2 4 5 1 2 2 4 1 3 4 3 3 3 2.67 4 2.6 1 1.33
"CFA003552" "S50218/2003_770" "S50218/2003" "allGSD2012" "CFA003552" "GSD" 0 "F" 20030726 770 4 4 4 4 3 3 3 4 4 5 3 3 1 5 4 3 3 3 4 2 2 3 5 3 1 3 5 2 5 4 4 3 1 4 3.43 3.4 4 2.33
"CFA003558" "S35934/2004_779" "S35934/2004" "allGSD2012" "CFA003558" "GSD" 0 "F" 20040406 779 4 4 4 4 4 4 1 1 1 1 3 3 2 2 2 2 3 2 3 1 2 2 5 1 2 2 4 2 3 3 4 4 1 4 3.86 4 1 2
"CFA003563" "S16635/2000_485" "S16635/2000" "allGSD2012" "CFA003563" "GSD" 0 "F" 20000204 485 3 3 3 4 4 3 4 4 4 4 4 2 1 5 3 3 3 3 3 1 1 1 5 1 1 3 5 2 5 4 4 4 1 3 4 3.8 4 2.33
"CFA003573" "S12866/2002_477" "S12866/2002" "allGSD2012" "CFA003573" "GSD" 0 "F" 20020104 477 4 3 3 4 3 5 3 3 2 1 3 3 1 4 2 1 3 2 2 2 1 3 5 1 1 3 5 3 3 4 4 4 1 3.33 3.57 4 2.25 2
"CFA003577" "S61745/2004_688" "S61745/2004" "allGSD2012" "CFA003577" "GSD" 0 "F" 20040903 688 3 3 3 4 4 3 3 4 3 3 3 3 1 4 1 1 4 2 2 2 1 2 5 1 1 3 4 5 2 4 3 4 1 3 3.86 3.6 3.25 2
"CFA003578" "S41261/2008_390" "S41261/2008" "allGSD2012" "CFA003578" "GSD" 0 "F" 20080427 390 5 4 4 4 4 4 5 5 3 3 4 3 1 5 4 3 3 1 2 1 1 3 2 1 3 3 5 1 5 4 4 4 1 4.33 3 4 4 1.67
"CFA003585" "S49665/2007_635" "S49665/2007" "allGSD2012" "CFA003585" "GSD" 0 "F" 20070702 635 4 3 3 4 4 3 4 4 3 5 4 2 1 2 3 2 2 1 5 1 1 2 4 1 1 3 4 5 4 4 3 3 2 3.33 4.57 3.4 4 1.67
"CFA003592" "S51063/2002_435" "S51063/2002" "allGSD2012" "CFA003592" "GSD" 0 "F" 20020809 435 2 1 2 3 3 1 3 3 2 2 5 2 1 1 1 1 5 1 1 5 1 5 1 0 0 0 0 0 0 0 0 0 0 1.67 1.57 1.4 2.5 0.67
"CFA003608" "S34205/2004_804" "S34205/2004" "allGSD2012" "CFA003608" "GSD" 0 "F" 20040404 804 2 1 3 4 4 5 1 3 1 3 5 3 1 2 2 2 3 1 2 1 2 3 3 2 1 3 3 2 2 3 3 3 1 2 3.14 3.8 2 1.67
"CFA003618" "S62094/2003_544" "S62094/2003" "allGSD2012" "CFA003618" "GSD" 0 "F" 20031108 544 4 3 3 5 5 5 1 1 1 1 3 4 3 3 5 3 3 3 4 1 1 1 5 1 1 3 4 1 5 4 4 4 2 3.33 4 4.6 1 3
"CFA003619" "S15973/2003_520" "S15973/2003" "allGSD2012" "CFA003619" "GSD" 0 "F" 20030109 520 4 4 4 4 4 5 3 1 3 1 3 3 2 1 1 1 4 1 5 1 2 3 4 1 1 2 3 4 4 4 4 4 1 4 4 4.2 2 1.67
"CFA003638" "S33500/2004_427" "S33500/2004" "allGSD2012" "CFA003638" "GSD" 0 "F" 20040410 427 4 4 4 4 4 5 1 3 1 2 3 3 1 2 1 2 3 1 2 2 2 3 3 1 1 3 4 2 2 3 3 4 1 4 3.14 4 1.75 1.67
"CFA003669" "S44275/2003_377" "S44275/2003" "allGSD2012" "CFA003669" "GSD" 0 "F" 20030608 377 4 4 4 4 4 4 4 4 2 3 3 3 1 3 4 3 3 2 4 1 2 3 5 1 1 3 3 1 5 4 4 4 1 4 3.71 4 3.25 2
"CFA003685" "S40551/2004_848" "S40551/2004" "allGSD2012" "CFA003685" "GSD" 0 "F" 20040507 848 4 4 4 4 3 5 2 3 1 5 3 4 1 5 5 3 4 3 3 2 3 1 5 1 2 3 5 1 5 4 4 3 1 4 3.57 3.8 2.75 2.33
"CFA003713" "S21534/2004_462" "S21534/2004" "allGSD2012" "CFA003713" "GSD" 0 "F" 20040218 462 4 4 4 3 3 2 1 1 1 1 3 3 2 2 2 3 3 2 2 2 1 3 5 1 1 2 4 5 1 3 2 2 4 4 3.86 2.4 1 2
"CFA003776" "S18767/2004_480" "S18767/2004" "allGSD2012" "CFA003776" "GSD" 0 "F" 20040224 480 4 3 3 4 4 4 4 4 3 4 2 2 2 5 2 1 2 1 2 1 1 2 2 1 1 3 4 2 5 4 4 5 1 3.33 3.43 4.2 3.75 2
"CFA005231" "S57336/2005_665" "S57336/2005" "allGSD2012" "CFA005231" "GSD" 0 "F" 20050807 665 2 3 3 4 3 2 1 1 1 1 3 3 1 1 1 1 4 1 2 1 2 4 4 1 2 1 3 5 1 2 3 3 1 2.67 3.57 3 1 1
"CFA005280" "S47817/2006_478" "S47817/2006" "allGSD2012" "CFA005280" "GSD" 0 "F" 20060615 478 3 3 3 4 3 4 1 4 1 2 3 3 1 5 3 2 2 3 2 3 1 4 5 1 1 3 3 2 3 5 4 3 1 3 3.29 3.6 2 2.33
"CFA005997" "S11618/2007_678" "S11618/2007" "allGSD2012" "CFA005997" "GSD" 0 "F" 20061126 678 3 4 4 4 4 3 3 4 2 2 2 3 1 4 4 2 5 2 2 3 1 3 5 3 1 2 4 4 5 2 4 3 2 3.67 3 3.6 2.75 1.67
"CFA006022" "S21527/2000_458" "S21527/2000" "allGSD2012" "CFA006022" "GSD" 1 "M" 20000223 458 4 4 4 4 3 5 3 3 3 4 2 5 1 5 5 5 3 3 3 1 2 3 5 1 2 3 5 5 1 4 4 3 1 4 4.14 3.8 3.25 2.33
"CFA006023" "S59725/2005_421" "S59725/2005" "allGSD2012" "CFA006023" "GSD" 1 "M" 20050819 421 4 4 4 4 4 4 3 1 1 1 3 3 1 5 4 2 3 2 2 3 3 3 4 1 3 2 4 5 2 4 4 4 1 4 3.57 4 1.5 1.67
"CFA006064" "S51335/2005_456" "S51335/2005" "allGSD2012" "CFA006064" "GSD" 0 "F" 20050701 456 4 3 4 5 3 4 4 4 2 4 4 4 1 5 5 3 3 2 3 1 2 1 5 1 2 3 5 5 5 4 5 3 1 3.67 4.43 4 3.5 2
"CFA006096" "S47813/2006_478" "S47813/2006" "allGSD2012" "CFA006096" "GSD" 1 "M" 20060615 478 4 3 3 4 4 3 1 4 1 5 5 5 1 3 3 3 3 1 5 1 3 3 5 1 1 3 5 3 5 5 4 4 1 3.33 4.14 3.8 2.75 1.67
