Typ;Nr;Namn;Address1;Address2;Address3;Address4;Address5;RT90x;RT90y
Ombud;068302-90A;ICA Nara i Bredaryd;Storgatan 8;;330 10;BREDARYD;Jonkopings lan;6340533;1374969
Ombud;068521-90A;Ica Nara Landsbro;Brobygrand;;570 12;LANDSBRO;Jonkopings lan;6360754;1445521
Ombud;068602-91B;Mariannelunds Maleri / Engdahls;Vastra Storgatan 2;;598 98;MARIANNELUND;Jonkopings lan;6387985;1486165
Ombud;068605-91A;ICA Nara Hjaltevad;Storgatan 8;;570 32;HJÄLTEVAD;Jonkopings lan;6389476;1472409
Ombud;076003-90B;Storgatan 57;Storgatan 57;;360 73;LENHOVDA;Kronobergs lan;6318699.411;1468579.901
Ombud;076005-90A;Coop Nara Älghult;Malerasvagen 1 A;;360 76;ÄLGHULT;Kronobergs lan;6320298;1485950
Ombud;076005-91A;ICA Nara Alstermo;Storgatan 19;;360 75;ALSTERMO;Kronobergs lan;6316569;1490536
Ombud;076103-91A;Coop Konsum i Kosta;Stora Vagen 49;;360 52;KOSTA;Kronobergs lan;6301948;1475008
Ombud;076302-91A;ICA Nara Ryd;Varendsgatan 2;;360 10;RYD;Kronobergs lan;6260358;1431447
Ombud;076303-91A;Matoppet Ravemala;Gamla Vagen 20;;360 23;ÄLMEBODA;Kronobergs lan;6269801;1466872
Ombud;076304-90A;Matoppet Linneryd;Lindvagen 2 B;;360 24;LINNERYD;Kronobergs lan;6281608.877;1459057.016
Ombud;076405-91B;ICA Grytan Moheda;Vastra Jarnvagsgatan 7;;340 36;MOHEDA;Kronobergs lan;6320312;1425264
Ombud;076409-90B;ICA Nara Dackehallen;Storgatan 12;;342 50;VISLANDA;Kronobergs lan;6296405;1417231
Ombud;076411-91A;ICA Nara Strobergs;Brovagen 8;;355 97;VÄXJÖ;Kronobergs lan;6285546;1426460
Ombud;076411-92A;Tommy´s;Lonashult;;342 53;LÖNASHULT;Kronobergs lan;6281006;1420697
Ombud;076502-91A;Handelsboden Haradsback;Älmhultsvagen 3;;343 92;HÄRADSBÄCK;Kronobergs lan;6267783;1416705
Ombud;076504-91A;ICA Nara Liatorp;Vaxjovagen 500;;343 74;LIATORP;Kronobergs lan;6283054;1405323
Ombud;076703-90B;Coop Nara Traryd;Hallandsvagen 3;;287 72;TRARYD;Kronobergs lan;6274202;1373465
Ombud;076703-91C;Ica Nara Stromsnasbruk;Lagastigsgatan 30;;287 31;STRÖMSNÄSBRUK;Kronobergs lan;6271008;1372469
Ombud;078003-91B;Braas Jarnhandel AB;Baron Rappes vag 28;;360 42;BRAÅS;Kronobergs lan;6326148.889;1454639.117
Ombud;078008-91A;ICA Supermarket Ingelstad;Gamla Vaxjovagen 38;;360 44;INGELSTAD;Kronobergs lan;6291417;1445814
Ombud;078012-90B;Kalvsviks Lanthandel;Telebro;;355 96;KALVSVIK;Kronobergs lan;6290006;1433097
Ombud;078024-91A;ICA Supermarket Lammhult;Kopmannagatan 12;;360 30;LAMMHULT;Kronobergs lan;6338854;1426104
Ombud;078102-90D;Matoppet i Agunnaryd;Branavagen 6;;341 77;AGUNNARYD;Kronobergs lan;6292397;1398577
Ombud;078103-90B;Ica Nara Ryssby;Storgatan 7;;341 76;RYSSBY;Kronobergs lan;6305364;1399964
Ombud;078116-90A;ICA Nara Lidhult;Unnarydsvagen 1;;340 10;LIDHULT;Kronobergs lan;6302533;1355516
Ombud;078119-90B;Affaren i Tannaker;Tallbo Tannaker;;341 96;LJUNGBY;Kronobergs lan;6316378.792;1376335.382
Ombud;082104-90A;ICA Nara Ekevags;Kyrkvagen 10;;570 72;FAGERHULT;Kalmar lan;6335765;1491368
Ombud;082104-91A;Bylyckan;Parkvagen 21;;579 93;GRÖNSKÅRA;Kalmar lan;6327904;1495385
Ombud;084003-90B;ICA Nara Skansen;Kopmangatan 21 C;;386 50;MÖRBYLÅNGA;Kalmar lan;6266593;1535755
Ombud;084008-90B;Ica Nara Gronhogen;Hamnvagen 6;;386 63;DEGERHAMN;Kalmar lan;6237983;1536892
Ombud;084008-91B;Ica Nara Sodra Mockleby;Sodra Mocklebyvagen 36;;386 63;DEGERHAMN;Kalmar lan;6247819;1537993
Ombud;086005-90B;Ica Nara Krysset;Sodra Jarnvagsgatan 22;;570 80;VIRSERUM;Kalmar lan;6375699.889;1399955.477
Ombud;086008-90B;Ica Nara Morlunda;Blockvagen;;570 84;MÖRLUNDA;Kalmar lan;6354864;1503395
Ombud;086102-90C;Ica Nara Fliseryd;Kyrkvagen 22;;380 53;FLISERYD;Kalmar lan;6333608;1527845
Ombud;088008-92A;Allans Livs;Tingshusvagen 6;;388 91;VASSMOLÖSA;Kalmar lan;6274035;1521377
Ombud;088014-91A;ICA Nara Paryd;Parydsgatan 40;;388 50;PÅRYD;Kalmar lan;6271332;1507243
Ombud;088102-91A;Coop nara Alsterbro;Alstervagen 33;;380 44;ALSTERBRO;Kalmar lan;6312786;1506624
Ombud;088109-92A;Handlelsboden i Maleras;Norra Malerasvagen 4;;380 42;MÅLERÅS;Kalmar lan;6309912;1485665
Ombud;088203-91A;Coop Konsum Figeholm;Ågatan 15;;572 75;FIGEHOLM;Kalmar lan;6361018;1544806
Ombud;088204-90A;Konsum Kristdala;Nyhemsgatan 14;;570 91;KRISTDALA;Kalmar lan;6363950;1523642
Ombud;088307-90B;Coop Konsum Överum;Piazzan;;590 96;ÖVERUM;Kalmar lan;6429451;1530094
Ombud;088309-90B;Ica Nara Kusten;Bjursundsvagen 58;;590 95;LOFTAHAMMAR;Kalmar lan;6420613;1552923
Ombud;088314-90A;Coop Nara Ankarsrum;Tjustvagen 9;;593 70;ANKARSRUM;Kalmar lan;6430667.464;1511519.279
Ombud;088315-91A;Hjorteds Handelstradgard HB;Sahultsvagen 14;;590 91;HJORTED;Kalmar lan;6388788;1529819
Ombud;088315-92A;Totebo Lanthandel AB;Hagavagen 13;;590 92;TOTEBO;Kalmar lan;6389652;1522717
Ombud;088315-93C;Blankaholms Lanthandel;Nedre Torget;;593 97;BLANKAHOLM;Kalmar lan;6385260;1542692
Ombud;088409-90A;Tempo Tuna;Tuna;;598 96;VIMMERBY;Kalmar lan;6381350;1516850
Ombud;088513-91A;ICA Nara Byxelkrok;Byxelkroksvagen 87;;387 75;BYXELKROK;Kalmar lan;6356024;1572471
Ombud;088514-91A;ICA Nara Boda;Gamla Landsvagen 28;;387 72;LÖTTORP;Kalmar lan;6346924;1575889
Ombud;088516-91A;Ica Nara trossen Sandvik;Norra Langgatan 3;;387 70;LÖTTORP;Kalmar lan;6327859;1563790
Ombud;098004-90A;ICA Nystroms;Eke;;624 67;FÅRÖ;Gotlands lan;6432355;1702859
Ombud;098005-91B;ICA Supermarket Bunge;Farovagen 10;;624 62;FÅRÖSUND;Gotlands lan;6420047;1692834
Ombud;098015-90B;Stenkyrka Affaren AB;Halge Stenkyrka 149;;624 42;TINGSTÄDE;Gotlands lan;6411571.334;1660999.363
Ombud;098047-91B;Tempo Katthammarsvik;Jacob Haggs vag 18;;623 69;KATTHAMMARSVIK;Gotlands lan;6370834;1682345
Ombud;098061-91C;Klinte Kiosk & Spel;Norra Kustvagen 10;;623 77;KLINTEHAMN;Gotlands lan;6364963;1643993
Ombud;098065-91A;Ljugarns Handel;Lantmannavagen 1;;623 21;LJUGARN;Gotlands lan;6360520;1674185
Ombud;098089-91A;Hoburgshallen;Hoburgsvagen 35;;623 35;BURGSVIK;Gotlands lan;6325582;1650111
Ombud;108010-90A;Ica Nara Torhallen;Sandhamnsvagen 54;;370 42;TORHAMN;Blekinge lan;6218533;1501944
Ombud;108011-90A;Sturkohallen;Sturkovagen 81;;370 43;STURKÖ;Blekinge lan;6220627;1491753
Ombud;108011-91B;Ica Nara Drottningskar;Aspo 4;;370 22;DROTTNINGSKÄR;Blekinge lan;6220598;1484679
Ombud;108012-91A;Ica Nara Senoren;Senoren;;373 02;RAMDALA;Blekinge lan;6222340;1495837
Ombud;108016-91D;Tempo Holmsjo;Holmsjovagen 85;;370 34;HOLMSJÖ;Blekinge lan;6253283;1485097
Ombud;108017-90B;Tempo Tving;Navragolsvagen 2;;370 33;TVING;Blekinge lan;6242623;1478688
Ombud;108019-90B;Coop Nara Hasslo;Fiskaregardsvagen 68;;370 23;HASSLÖ;Blekinge lan;6220806;1479532
Ombud;108103-90B;Ica Nara Backaryd;Varendsvagen 53;;370 11;BACKARYD;Blekinge lan;6246908;1459610
Ombud;108110-90A;ICA Nara Brakne-Hoby;Braknevagen 1;;372 61;BRÄKNE-HOBY;Blekinge lan;6234059;1457291
Ombud;108304-90A;Matoppet Hallevik;Strandvagen 11;;294 72;SÖLVESBORG;Blekinge lan;6209929.45;1431095.69
Ombud;116014-90A;ICA Supermarket Brosarp;Albovagen 34;;273 50;BRÖSARP;Skane lan;6178558;1393325
Ombud;116302-91B;Ica Nara Lonsboda;Bredgatan 1;;280 70;LÖNSBODA;Skane lan;6253147;1408324
Ombud;116802-90A;Heberleins delikatess kott & chark;Vantingevagen 15;;260 91;FÖRSLÖV;Skane lan;6251099;1315387
Ombud;116806-90A;Torekov Bat & Motor;Litorinavagen 15;;269 77;TOREKOV;Skane lan;6259527;1304031
Ombud;118017-90B;Matoppet Everod;Stora Vagen 54;;297 72;EVERÖD;Skane lan;6197976;1393002
Ombud;118029-90B;Eltjanster;Örtagardsvagen 1;;297 31;DEGEBERGA;Skane lan;6191083;1392652
Ombud;118032-91B;Hemkop Tollarp;Gastgivaregatan 18;;298 31;TOLLARP;Skane lan;6202107;1385579
Ombud;118118-91B;ICA Supermarket Kivik;Killebacken 6;;277 31;KIVIK;Skane lan;6173924;1400475
Ombud;118305-90A;Matoppet Vinslov;Torget 5;;288 31;VINSLÖV;Skane lan;6221085;1382477
Ombud;118312-90B;Vittsjo Blomsterhandel;Hassleholmsvagen 13;;280 22;VITTSJÖ;Skane lan;6248044;1367630
Ombud;118313-91B;Ica Supermarket Bjarnum;Jarnvagsgatan 2;;280 20;BJÄRNUM;;6242365.34;1370257.985
Ombud;118315-91B;Ica Nara Toppen;Storgatan 2;;280 10;SÖSDALA;Skane lan;6213991.883;1367459.071
Ombud;118319-91B;Ica Nara Matlusten;Hantverksgatan 15;;282 31;TYRINGE;;6271302.962;1397661
Ombud;123305-90A;ICA Supermarket Skanor;Sodergatan 12;;239 30;SKANÖR;Skane lan;6146475;1312460
Ombud;124113-90A;ICA Nara Rostanga;Skaralidsvagen 1;;260 24;RÖSTÅNGA;Skane lan;6211169;1343087
Ombud;125703-90A;Ica Nara Skanes Fagerhult;Strandvagen 16;;280 40;SKÅNES FAGERHULT;Skane lan;6251582;1355503
Ombud;128201-90A;Mollebackens Livs Ven;C/O Bring Cargo Att: Jonas Svensson;;211 24;Malmo;Skane lan;6202411.779;1305295.113
Ombud;128513-90B;Ica Nara Harlosa;Gardstangavagen 4;;241 65;HARLÖSA;Skane lan;6178733;1356903
Ombud;128617-90B;Handlar´n i Loderup;Storgatan 44;;271 76;LÖDERUP;Skane lan;6146886;1392877
Ombud;128721-90A;Coop Nara Smygehamn;Kustvagen;;231 78;SMYGEHAMN;Skane lan;6137026;1344388
Ombud;129035-90A;Ica Nara Arkelstorp;Allarpsvagen 11;;290 37;ARKELSTORP;Skane lan;6228219;1405437
Ombud;138004-91A;Matoppet Simlangsdalen;Brearedsvagen 26;;310 38;SIMLÅNGSDALEN;Hallands lan;6291229;1335825
Ombud;138005-90A;Ica Nara Oskarstrom;Kopmansgatan 1;;313 31;OSKARSTRÖM;Hallands lan;6300822;1327137
Ombud;138014-90C;Eliassons Kiosk & Spel;Stationsgatan 3;;305 75;GETINGE;Hallands lan;;
Ombud;138103-91A;AB Vaxtorps Bilservice;Bygatan 1;;312 75;VÅXTORP;Hallands lan;6257799;1334163
Ombud;138106-90A;Ica Nara Hishult;Getaryggarna 1;;310 21;HISHULT;Hallands lan;6258477;1345906
Ombud;138109-90C;Konsum Knared;Otterdalsvagen 6;;310 20;KNÄRED;Hallands lan;6268532;1346604
Ombud;138213-90A;ICA Vessige;Stationsgatan 2;;310 58;VESSIGEBRO;Hallands lan;6321268;1308234
Ombud;138220-90B;Fegenkiosken;Uhlabovgen 1;;310 62;FEGEN;Hallands lan;6334479.716;1332297.195
Ombud;138223-90B;ICA Supermarket Ullared;Varbergsvagen 6;;311 60;ULLARED;Hallands lan;6338776.416;1313012.015
Ombud;138319-91B;Hemkop Veddige;Viskastigen 25;;432 67;VEDDIGE;Hallands lan;6354334;1290598
Ombud;138320-90C;Ica Nara Bua;Buacenter;;432 63;BUA;Hallands lan;6353034;1281517
Ombud;140701-91A;Kallo-Knippla, Coop Konsum;Centrumplatsen;;475 50;KÄLLÖ-KNIPPLA;Vastra Gotalands lan;6410350;1252764
Ombud;141903-90A;Åstol Handelsbod;Hamnvagen 1;;471 44;ÅSTOL;Vastra Gotalands lan;6429893;1250138
Ombud;141903-91A;Ica Nara Dyroboden;Hamnvagen 16;;471 43;DYRÖN;Vastra Gotalands lan;;
Ombud;142107-90C;Tempo Mollosund;Grenvagen 2;;474 70;MOLLÖSUND;Vastra Gotalands lan;6446956;1244346
Ombud;142108-90B;Karingons Matbutik;C/o F¿rjan Tuvesvik;;474 04;KÄRINGÖN;Vastra Gotalands lan;6451976.924;1238247.448
Ombud;142109-90B;Tempo Gullholmen;c/o Farjan Tuvesvik;;474 16;GULLHOLMEN;Vastra Gotalands lan;6458936;1241088
Ombud;142702-90B;Konsum Klippan;Strandvagen 38;;450 45;BOHUS-MALMÖN;Vastra Gotalands lan;6478260.378;1238632.568
Ombud;142706-91A;Ica Nara Bovall;Dinglevagen 1;;456 47;BOVALLSTRAND;Vastra Gotalands lan;6492372;1238568
Ombud;143008-91B;Sorbygdens Snabbkop;Dinglevagen 3;;455 41;HEDEKAS;Vastra Gotalands lan;6509448.089;1266282.406
Ombud;143502-90A;Tanumshede Jarn och Farg AB;Riksvagen 133;;457 31;TANUMSHEDE;Vastra Gotalands lan;6519982;1240661
Ombud;143503-91C;Tempo Reso;Oljeskar 9;;457 97;RESÖ;Vastra Gotalands lan;6529395;1231942
Ombud;143506-91A;Grundsund Ica nara;Lonndalsvagen 45;;450 33;GRUNDSUND;Vastra Gotalands lan;6462739;1242384
Ombud;143506-91C;Coop Konsum Fjallbacka;Jasminvagen 2;;457 40;FJÄLLBACKA;Vastra Gotalands lan;6506090;1237555
Ombud;143506-92A;Arwidssons Jarn AB;Norra Bohusvagen 4;;457 60;HÄLLEVADSHOLM;Vastra Gotalands lan;6503262;1251759
Ombud;143506-93A;Ica Supermarket Skutan;Skutan 1;;450 70;HAMBURGSUND;Vastra Gotalands lan;6501060;1236152
Ombud;143802-90A;Nossemarks Lanthandel Handlarn;Strand 130;;668 91;ED;Vastra Gotalands lan;6563976;1272990
Ombud;148037-90A;Coop Konsum Styrso;C/O Fiskeback Godsfarjelager;;426 58;Vastra Frolunda;Vastra Gotalands lan;6394988;1259601
Ombud;148203-90B;Coop Nara Marstrand;Arvidsvik;;440 30;MARSTRAND;Vastra Gotalands lan;6425873;1250016
Ombud;148405-90A;Coop Konsum Brastad;Lysekilsvagen 3;;454 31;BRASTAD;Vastra Gotalands lan;6481197;1247394
Ombud;148602-91B;Affaren pa Nordkoster;Lotsvagen 10;;452 04;NORDKOSTER;Vastra Gotalands lan;6540385;1223563
Ombud;148607-92B;Ica Nara Sydkoster;Torget 2;;452 05;SYDKOSTER;Vastra Gotalands lan;6539135;1224719
Ombud;148607-93B;Rosso Livs;Langesandsvagen 31;;752 95;STRÖMSTAD;Vastra Gotalands lan;6535182;1232747
Ombud;148607-94A;Östads Livs;Östad;;450 84;BULLAREN;Vastra Gotalands lan;6525740;1254703
Ombud;155206-91A;ICA Nara Langhem;Borasvagen 26;;514 44;LÄNGHEM;Vastra Gotalands lan;6389267;1346843
Ombud;155211-90B;ICA Nara Dalstorp;Ulricehamnsvagen 15.;;514 60;Dalstorp;;;
Ombud;156005-91A;Optimistens Lanthandel;Årjangsvagen 31;;666 93;GUSTAVSFORS;Vastra Gotalands lan;6569152;1288820
Ombud;156304-90A;Satila Bygg;Fjarasvagen 8;;511 69;SÄTILA;Vastra Gotalands lan;6384788;1297723
Ombud;156314-90A;Bilisten;Varbergsvagen 425;;519 30;HORRED;Vastra Gotalands lan;6363729;1299725
Ombud;156316-90A;Älekulla Livs;Gunnarsjovagen;;511 94;ÄLEKULLA;Vastra Gotalands lan;6362075;1314891
Ombud;158004-90A;ICA Nara Cypressen;Storgatan 21;;464 62;BRÅLANDA;Vastra Gotalands lan;6498495;1298988
Ombud;158208-91A;Gittes Garn;Trollhattevagen 2;;466 30;SOLLEBRUNN;Vastra Gotalands lan;6448702;1307215
Ombud;164302-90B;Hova Skoaffar;Torggatan 14;;548 32;HOVA;;6527178.272;1408357.833
Ombud;168018-90A;Freijs Livs;Jarnvagsgatan 1;;548 73;LYRESTAD;Vastra Gotalands lan;6521492;1399108
Ombud;168628-91A;Handelsboden i Kattilstorp;Storgatan 22;;521 95;KÄTTILSTORP;Vastra Gotalands lan;6437236;1376373
Ombud;171503-91A;Konsum Nara Hogboda;Stationsvagen 2;;665 93;KIL;Varmlands lan;6607314;1344428
Ombud;173003-91A;Bygga Jarnske;Koppomsvagen 54;;670 41;KOPPOM;Varmlands lan;6626200;1294195
Ombud;173004-91A;Coop Nara Skillingsfors;Boda 1;;670 43;SKILLINGSFORS;Varmlands lan;6639174;1287261
Ombud;173005-91A;Coop Konsum Åmotfors;Jossevagen 1;;670 40;ÅMOTFORS;Varmlands lan;6632049;1306530
Ombud;173702-90B;Finnskogens ostaffar;Lekvattnet 53;;685 91;TORSBY;Varmlands lan;6678793;1326296
Ombud;173703-90D;Vitsands Narkop;Vitsand 150;;685 94;TORSBY;Varmlands lan;6695070.516;1343970.286
Ombud;173705-90A;Östmarks Handels AB;Rojdaforsvagen 1;;685 97;ÖSTMARK;Varmlands lan;6688364;1331878
Ombud;173705-91A;Sundelins Handel;Gransen 110;;685 97;RÖJDÅFORS;Varmlands lan;6700489;1323027
Ombud;173707-91B;Ica Nara Bograngen;Gransvagen 18;;680 61;BOGRANGEN;Varmlands lan;6736080;1324756
Ombud;173708-91A;Coop Konsum Syssleback;Nackavagen 21;;680 60;SYSSLEBÄCK;Varmlands lan;6738861;1339648
Ombud;173708-92A;Likenas Allkop;Likenasvagen 26;;680 63;LIKENÄS;Varmlands lan;6725242;1348675
Ombud;173709-91B;Nordvarmlands Livs;Ambjorby 80;;680 52;AMBJÖRBY;Varmlands lan;6710692;1355662
Ombud;173709-92B;Coop Nara Stollet;Gamla vagen 1;;680 51;STÖLLET;Varmlands lan;6701906;1360355
Ombud;173709-93A;Langflons Stormarknad;Langflon 29;;680 65;HÖLJES;Varmlands lan;6774271;1326709
Ombud;176502-90A;Silleruds Livsmedel;Svensbyn;;672 95;ÅRJÄNG;Varmlands lan;6548268.168;1281371.265
Ombud;176508-91B;Nya Kotthallen i Tocksfors AB;Sveavagen 24;;670 10;TÖCKSFORS;Varmlands lan;6605319;1275565
Ombud;176604-90B;Ica Nara Rottnahallen;Skolvagen 2;;686 98;GRÄSMARK;Varmlands lan;6650988.886;1338251.752
Ombud;176605-90A;Coop Nara Lysvik;Gamla vagen 40;;686 97;LYSVIK;Varmlands lan;6658115;1351005
Ombud;178004-91F;Varmlands-Rasta;E18;;660 57;VÄSE;Varmlands lan;6586171.534;1389188.841
Ombud;178006-91A;Coop Konsum Molkom;Stationsgatan 5;;660 60;MOLKOM;Varmlands lan;6610894;1382362
Ombud;178105-91A;Ica Nyvalls Backhammar;BÄCKHAMMAR;;681 60;KRISTINEHAMN;Varmlands lan;6561019;1407588
Ombud;178207-91A;AB Olas Livs;Stiftelsevagen 4;;680 96;LESJÖFORS;Varmlands lan;6652534;1408996
Ombud;178302-90B;JLT:s Foto;Klaralvsvagen 11;;683 60;EKSHÄRAD;Varmlands lan;6675010;1371836
Ombud;178405-90B;ICA Nara Glava;Honacka Saljen;;670 20;GLAVA;Varmlands lan;6607604;1316717
Ombud;178410-90A;Lundby Livs AB;Lundby;;671 96;MANGSKOG;Varmlands lan;6629675;1332411
Ombud;178509-91A;Vikinghallen;Nystromsvagen 1;;661 95;VÄRMLANDS NYSÄTER;Varmlands lan;6577569;1327316
Ombud;178511-90A;Coop Nara Svanskog;Smedjegatan 1;;662 50;SVANSKOG;Varmlands lan;6566513;1314092
Ombud;186003-90C;Tiveds Lanthandel;Sanneruds Bygata 23;;695 97;TIVED;Örebro lan;6517506.882;1426603.844
Ombud;186102-91A;Soyas Ica-Hall;Askersundsvagen 26;;694 50;VRETSTORP;Örebro lan;6545090;1446168
Ombud;186104-91C;Palsboda Jarn & Farg;Kopmangatan 4;;697 30;PÅLSBODA;Örebro lan;6549338;1473149
Ombud;186202-91A;ICA Nara Åtorp;Torget;;693 70;ÅTORP;Örebro lan;6555840;1417540
Ombud;188027-90A;Ica Nara Glansen;Torget;;703 85;GLANSHAMMAR;Örebro lan;6577505;1476978
Ombud;188505-91A;Hemkop Fellingsbro;Hemvagen;;732 71;FELLINGSBRO;Örebro lan;6590492;1487419
Ombud;190702-91A;Ica Jagar´n;Centrumvagen 4;;730 61;VIRSBO;Vastmanlands lan;6639163;1513527
Ombud;191702-90A;Lunda Handel;Tjarbrannarvagen 2;;744 92;HUDDUNGEBY;Uppsala lan;6659542;1565614
Ombud;198007-90B;Ica Supermarket Skultuna;Krongjutarvagen 17;;726 31;SKULTUNA;Vastmanlands lan;6622272;1534984
Ombud;198102-91A;ICA Koplusten;Kopparbergsvagen 22;;730 71;SALBOHED;Vastmanlands lan;6643568;1530374
Ombud;198304-90B;Kolsva Handel;Bergslagsvagen 101;;730 30;KOLSVA;Vastmanlands lan;6608964;1502032
Ombud;198404-91A;Lungers Handel;Norra Lunger;;732 91;LUNGER;Vastmanlands lan;6577295;1492691
Ombud;202103-90D;Shell / Tempo;Riksvag 71;;780 53;NÅS;Dalarnas lan;6704505;1427657
Ombud;202303-90A;Lima Handel;Kyrkbyn 114;;780 64;LIMA;Dalarnas lan;6783012;1338927
Ombud;202303-91A;ICA Rorbacksnas;RÖRBÄCKSNÄS 3184;;780 64;LIMA;Dalarnas lan;6783012;1338927
Ombud;202305-91B;Handlarn Sorsjon;Dalenvagen 118;;780 69;SÖRSJÖN;Dalarnas lan;6813674;1354703
Ombud;202603-90B;Ica Nara Dala Floda;Stora vagen 38;;785 44;DALA-FLODA;Dalarnas lan;6710651;1444879
Ombud;202603-91B;Tempo Bjorbo;Bjorbovagen 18;;785 45;BJÖRBO;Dalarnas lan;6704783;1440877
Ombud;203103-90B;Konsum Boda;Bjorkallén 122;;795 96;BODA;Dalarnas lan;6766203;1467943
Ombud;203104-91B;Oreboden;Furudal Bruksgatan 4;;790 70;FURUDAL;Dalarnas lan;6786841;1465740
Ombud;203402-91A;Skattunge Handel;Landsvagen 500;;794 91;ORSA;Dalarnas lan;6785970;1449140
Ombud;203904-90D;Sarnaffar´n;Sarnavagen 133;;790 90;SÄRNA;Dalarnas lan;6844898;1359643
Ombud;203905-92B;Fjallbua;Grovelsjovagen 378;;790 91;IDRE;Dalarnas lan;6888374;1317644
Ombud;206102-90A;Ica Nara Barkehallen;Barkevagen 30;;777 60;SÖDERBÄRKE;Dalarnas lan;6661226;1486208
Ombud;206205-90A;Handlar´n Venjan;Tennangsvagen 5;;792 93;VENJAN;Dalarnas lan;6761189;1397218
Ombud;208008-90A;Svardsjo Farg;Borgardesvagen 21;;790 23;SVÄRDSJÖ;Dalarnas lan;6735676;1505292
Ombud;208008-91B;Hellboms Handel;Lumsheden 622;;812 94;ÅSHAMMAR;Dalarnas lan;6732658;1524231
Ombud;208010-90A;Gulf Enviken;Tangervagen 1;;790 26;ENVIKEN;Dalarnas lan;6743508;1497417
Ombud;208010-92A;Bingsjo Lanthandel AB;Bingsjo Lambornsvagen 15;;790 26;ENVIKEN;Dalarnas lan;6767517;1491464
Ombud;208011-92A;Coop Konsum Bjursas;Martsbovagen 1;;790 21;BJURSÅS;Dalarnas lan;6735905.494;1480255.098
Ombud;208083-91A;Kiosken;Stationsallén 1;;770 71;STJÄRNSUND;Dalarnas lan;6701766;1522209
Ombud;208303-90B;Handlarn Smedby;Smedbyvagen 14.;;776 97;DALA-HUSBY;Dalarnas lan;6696094;1512876
Ombud;208303-91A;ICA Mathyttan;Hyttgatan 5;;770 70;LÅNGSHYTTAN;Dalarnas lan;6703814;1512487
Ombud;208403-91B;ICA Supermarket Horndal;Stora Vagen 47;;774 67;HORNDAL;Dalarnas lan;6686359;1533139
Ombud;208502-90C;Coop Konsum Grangesberg;Kopparbergsvagen 54;;772 30;GRÄNGESBERG;Dalarnas lan;6662151;1455582
Ombud;208503-90A;Ica Nara Grangarde;Gamla Vagen 31;;770 13;GRANGÄRDE;Dalarnas lan;6683139;1454327
Ombud;208503-91B;Coop Nara Sunnansjo;Botbergsvagen 3;;770 12;SUNNANSJÖ;Dalarnas lan;6677863;1453030
Ombud;208504-90B;Lilla Handelsboden Preem Macken;Ludvikavagen 4;;770 10;FREDRIKSBERG;Dalarnas lan;6669981;1420505
Ombud;210101-90A;Tempo Åmot;Masungsvagen 2;;816 95;ÅMOTSBRUK;Gavleborgs lan;6760818;1534840
Ombud;212103-90A;Alfta Bok o Pappershandel;Langgatan 59;;822 30;ALFTA;Gavleborgs lan;6803402;1513987
Ombud;213201-90A;Ilsbo Bensin och Service AB;Bergsjovagen 8;;820 71;ILSBO;Gavleborgs lan;6861507;1565548
Ombud;213202-90A;ICA Starks Supermarket;Stromsbruksvagen 6;;820 75;HARMÅNGER;Gavleborgs lan;6869075;1574177
Ombud;213202-91B;Kajutan;Morangvagen 1;;820 74;STOCKA;Gavleborgs lan;6865932;1580464
Ombud;213204-90B;ICA Stjarnan;Stationsvagen 29;;820 77;GNARP;Gavleborgs lan;6883100;1575026
Ombud;213206-90B;Coop Nara Hassela;Torggrand 1;;820 78;HASSELA;Gavleborgs lan;6888891;1547253
Ombud;216103-90B;Lotta-Boden;Gardesvagen 3;;820 50;LOS;Jamtlands lan;6847297.677;1466585.012
Ombud;216104-90A;Edlunds Foto & Data;Harjedalsvagen 177;;820 41;FÄRILA;Gavleborgs lan;6854136;1504143
Ombud;216106-90A;Tempo Ramsjo;Sundsvagen 2;;820 46;RAMSJÖ;Gavleborgs lan;6896717;1491896
Ombud;216107-90A;Jarnhuset Jarvso AB;Turistvagen 70;;820 40;JÄRVSÖ;Gavleborgs lan;6845018;1519335
Ombud;218003-92A;Konsum Norrsundet;Egnahemsgatan 24;;817 30;NORRSUNDET;Gavleborgs lan;6757791;1572372
Ombud;218003-94A;Ica Nara Bergby;Vijvagen 38;;817 40;BERGBY;Gavleborgs lan;6757639.667;1567603.589
Ombud;218004-90B;GNK Lagerkop;Skolvagen 18;;810 40;HEDESUNDA;Gavleborgs lan;6697834;1566335
Ombud;218102-91A;Coop Konsum Storvik;Tingsgatan 10;;812 30;STORVIK;Gavleborgs lan;6718685;1539827
Ombud;218103-90A;Ica Nara Jarbo;Kungsforsvagen 12;;811 71;JÄRBO;Gavleborgs lan;;
Ombud;218105-90A;Ica Nara Österfarnebo;Farnebovagen 903;;810 20;ÖSTERFÄRNEBO;Gavleborgs lan;6688341;1554893
Ombud;218203-91C;Tempo Stratjara;Kyrkvagen 1;;820 29;STRÅTJÄRA;Gavleborgs lan;;
Ombud;218206-90A;Coop Konsum Bergvik;Variant Kopcenter;;820 23;BERGVIK;Gavleborgs lan;6795397;1555624
Ombud;218208-90C;Ica Nara Trono;Glamsta 990;;826 95;TRÖNÖDAL;Gavleborgs lan;;
Ombud;218306-91B;Coop Konsum Kilafors;Stationsgatan 14;;823 30;KILAFORS;Gavleborgs lan;6790791;1540776
